Player,Tota Cmp,Tota Att,Tota Cmp%,Tota TotDist,Tota PrgDist,Shor Cmp,Shor Att,Shor Cmp%,Medi Cmp,Medi Att,Medi Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
3eed9821,62.5,62.5,100.0,1097.5,355.0,25.0,25.0,100.0,27.5,27.5,100.0,7.5,7.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
d248cd8f,67.76,79.1,85.7,1560.0,418.51,16.57,18.51,89.5,34.33,37.91,90.6,16.12,20.9,11.51,0.0,0.01,-0.01,0.15,4.78,0.15,0.0,4.18
b997c3de,26.39,31.33,84.2,413.98,103.37,14.1,14.94,94.4,9.28,10.84,85.6,2.05,4.22,5.86,0.12,0.02,0.1,0.48,1.69,0.12,0.0,2.41
9ddb85e8,21.6,26.8,80.6,316.4,103.2,14.0,16.4,85.4,4.4,6.0,73.3,2.0,2.4,33.32,0.0,0.0,0.0,0.4,2.0,0.4,0.4,2.4
01da7812,20.37,27.41,74.3,382.96,84.81,7.78,9.63,80.8,9.26,11.85,78.1,2.59,4.81,19.93,0.0,0.0,0.0,0.37,2.22,0.74,0.37,1.85
7b456af7,15.5,21.5,72.1,472.5,239.0,2.0,2.0,100.0,9.0,9.0,100.0,4.5,10.5,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7a4cea18,51.79,67.14,77.1,823.57,239.29,32.86,36.43,90.2,11.43,15.36,74.4,6.07,12.5,17.36,0.36,0.25,0.11,2.86,6.43,1.43,0.36,3.93
9778d8dd,34.0,48.0,70.8,713.0,330.0,13.0,19.0,68.4,16.0,19.0,84.2,5.0,10.0,50.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,9.0
0959c2a2,48.33,57.96,83.4,851.11,215.56,23.15,26.85,86.2,19.44,22.59,86.1,4.81,6.48,13.76,0.0,0.13,-0.13,1.3,4.07,1.11,0.37,3.52
21453b2e,inf,inf,75.0,inf,,inf,inf,100.0,,,,inf,inf,inf,,,,,,,,
2bf50b37,10.0,10.0,100.0,160.0,100.0,0.0,0.0,,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392a7aea,60.34,70.68,85.4,1196.44,255.42,27.8,31.86,87.2,19.15,21.02,91.1,11.19,13.9,13.64,0.0,0.12,-0.12,0.85,5.76,1.86,0.0,6.1
9f8e9423,67.0,74.22,90.3,1559.89,365.44,13.33,14.89,89.6,39.11,40.78,95.9,14.22,17.0,9.3,0.0,0.0,0.0,0.11,3.78,0.11,0.0,1.44
467bae22,34.0,48.0,70.8,483.0,72.0,23.0,30.0,76.7,7.0,10.0,70.0,3.0,6.0,50.0,0.0,0.1,-0.1,1.0,4.0,0.0,0.0,1.0
fd51b456,71.62,82.5,86.8,1297.0,362.12,32.62,35.38,92.2,31.12,34.12,91.2,7.25,10.75,8.43,0.25,0.25,0.0,2.0,5.5,1.88,0.75,6.12
2ebc1b44,15.31,20.62,74.2,237.19,34.06,9.38,11.88,78.9,3.75,5.0,75.0,1.56,2.19,22.31,0.0,0.12,-0.12,0.31,0.94,0.0,0.0,0.94
1467af0d,70.54,77.32,91.2,1119.29,296.96,41.79,43.93,95.1,20.54,22.32,92.0,7.14,8.39,15.2,0.36,0.18,0.18,1.79,4.29,1.25,0.0,5.54
f5f2ec59,18.0,30.0,60.0,244.0,16.0,16.0,20.0,80.0,0.0,4.0,0.0,2.0,2.0,200.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
67cdbc0e,42.81,48.44,88.4,863.75,191.56,16.88,17.81,94.7,18.44,20.94,88.1,6.88,7.81,27.5,0.0,0.12,-0.12,0.62,2.81,0.94,0.31,3.12
6412cc03,30.0,36.67,81.8,633.89,151.67,12.22,15.56,78.6,10.0,11.11,90.0,7.22,8.89,45.17,0.0,0.0,0.0,0.0,3.33,1.67,0.0,5.56
c7069d87,25.35,34.88,72.7,473.95,185.12,11.4,13.26,86.0,9.07,11.4,79.6,3.95,7.21,12.74,0.23,0.05,0.19,1.16,2.09,0.47,0.23,3.49
b937e490,60.0,85.0,70.6,845.0,420.0,35.0,50.0,70.0,20.0,25.0,80.0,5.0,10.0,250.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0
da1185fc,32.13,50.85,63.2,725.32,265.11,10.64,15.32,69.4,14.26,18.3,77.9,7.23,14.47,10.64,0.43,0.11,0.32,1.06,3.4,1.06,0.21,7.02
d4f034db,37.14,47.14,78.8,822.86,225.0,11.43,12.86,88.9,19.29,19.29,100.0,5.71,13.57,30.07,0.0,0.0,0.0,0.0,0.71,0.0,0.0,1.43
db750822,40.0,60.0,66.7,503.33,76.67,26.67,33.33,80.0,6.67,10.0,66.7,3.33,3.33,333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33
e4d5e2ae,inf,inf,100.0,inf,,inf,inf,100.0,,,,,,,,,,,,,,
c24544c7,44.04,55.79,78.9,725.96,196.32,21.58,24.39,88.5,16.84,18.6,90.6,4.21,10.53,7.02,0.35,0.26,0.09,1.93,2.63,0.35,0.18,3.68
d0d8dd44,65.0,68.17,95.4,1486.67,327.67,12.0,12.83,93.5,41.83,42.67,98.0,11.0,12.17,15.07,0.0,0.0,0.0,0.0,3.17,0.5,0.0,2.67
d2795011,28.1,35.71,78.7,439.05,98.1,19.05,22.86,83.3,6.67,7.14,93.3,1.9,3.33,27.19,0.48,0.05,0.43,0.95,0.48,0.48,0.0,2.38
86dd77d1,68.62,77.25,88.8,1348.53,331.19,26.61,28.17,94.5,31.56,34.04,92.7,10.0,12.84,7.15,0.0,0.02,-0.02,0.28,6.15,0.55,0.18,4.22
9e525177,41.92,50.19,83.5,632.88,252.69,22.5,24.62,91.4,17.12,20.58,83.2,1.73,3.85,8.65,0.19,0.04,0.15,0.77,1.92,0.19,0.0,2.5
5da33b33,27.83,39.57,70.3,422.17,125.22,14.35,18.26,78.6,10.87,15.65,69.4,1.74,2.61,29.0,0.0,0.04,-0.04,0.43,1.74,1.74,0.0,5.22
33b11df6,51.25,53.75,95.3,856.88,206.25,30.62,32.5,94.2,15.62,15.62,100.0,4.38,4.38,62.5,0.0,0.25,-0.25,1.25,1.25,1.25,0.62,3.12
b69261a0,41.25,50.0,82.5,713.33,292.08,15.83,17.92,88.4,21.67,24.58,88.1,2.08,3.75,23.17,0.0,0.04,-0.04,1.25,2.08,0.0,0.0,3.33
49fe9070,20.22,26.78,75.5,279.22,57.33,12.78,16.22,78.8,5.67,7.33,77.3,0.67,0.89,8.33,0.33,0.12,0.21,0.67,0.89,1.0,0.0,2.22
eb58eef0,42.88,47.0,91.2,724.25,129.5,20.0,21.62,92.5,19.62,21.12,92.9,2.62,3.25,10.1,0.0,0.01,-0.01,0.12,3.25,0.0,0.0,3.25
5e74d6c8,35.71,41.43,86.2,581.43,115.71,24.29,28.57,85.0,8.57,10.0,85.7,2.86,2.86,142.86,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0
dd323728,54.76,68.57,79.9,1231.9,454.76,18.57,19.05,97.5,24.29,26.67,91.1,11.9,21.43,26.48,0.48,0.29,0.19,0.95,2.86,0.95,0.95,7.62
012c975a,54.59,61.89,88.2,1203.78,341.89,14.05,16.22,86.7,31.08,32.97,94.3,9.46,12.16,21.03,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.54
5dfc6ad5,80.75,85.5,94.4,1491.25,299.75,34.0,36.25,93.8,38.0,38.75,98.1,8.75,9.75,22.42,0.0,0.15,-0.15,0.5,6.75,0.5,0.0,4.5
4b803b3c,41.05,54.56,75.2,910.35,339.12,11.93,14.39,82.9,19.82,24.21,81.9,8.95,14.91,10.53,0.0,0.02,-0.02,0.35,5.79,0.35,0.0,4.91
be42a291,24.44,33.33,73.3,404.44,111.11,16.67,21.11,78.9,4.44,5.56,80.0,3.33,4.44,83.33,0.0,0.0,0.0,0.0,1.11,1.11,0.0,2.22
be927d03,33.91,45.0,75.4,601.96,201.52,17.61,18.7,94.2,12.39,17.17,72.2,3.04,6.74,9.83,0.0,0.04,-0.04,0.43,1.74,0.87,0.65,1.3
88968486,47.83,53.67,89.1,1118.83,230.5,8.5,9.5,89.5,28.5,30.17,94.5,10.5,13.33,13.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83
a4effc55,40.0,45.0,88.9,970.0,150.0,10.0,10.0,100.0,15.0,15.0,100.0,15.0,20.0,375.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
384d58d9,33.44,35.94,93.0,580.62,141.88,15.62,16.25,96.2,14.06,14.69,95.7,3.44,4.69,22.91,0.0,0.03,-0.03,0.31,0.94,0.31,0.31,1.56
d3de9af0,21.21,31.55,67.2,326.9,80.86,10.69,15.0,71.3,7.59,10.52,72.1,1.55,2.59,10.34,0.34,0.05,0.29,0.86,0.86,1.03,0.0,2.93
ed87a229,14.17,21.67,65.4,185.0,62.5,9.17,12.5,73.3,3.33,5.83,57.1,0.83,2.5,27.75,0.83,0.0,0.83,0.83,0.83,0.0,0.0,1.67
ed2b33cb,42.22,52.22,80.9,786.11,387.78,16.11,17.78,90.6,19.44,22.78,85.4,5.56,7.78,39.67,0.0,0.11,-0.11,1.67,7.78,2.22,1.67,8.89
833a8fbc,26.27,36.78,71.4,515.76,241.69,12.71,13.9,91.5,8.47,11.53,73.5,4.92,8.98,9.27,0.17,0.05,0.12,0.85,2.37,1.69,0.17,4.58
51cf8561,91.23,103.38,88.2,1481.69,416.15,48.31,51.69,93.5,36.0,40.62,88.6,6.0,8.77,10.52,0.15,0.02,0.14,0.31,9.38,0.92,0.0,5.38
028e70b9,20.0,20.0,100.0,330.0,200.0,0.0,0.0,,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6622454d,41.03,54.1,75.8,713.33,243.08,20.51,24.62,83.3,13.08,16.15,81.0,5.13,9.23,14.26,0.0,0.33,-0.33,2.31,4.62,1.54,0.0,7.18
ce4246f5,65.6,73.4,89.4,1463.4,345.0,15.4,16.2,95.1,37.8,39.8,95.0,12.2,16.8,14.52,0.0,0.0,0.0,0.0,2.6,0.0,0.0,2.2
adfbe1f5,21.4,29.77,71.9,382.09,97.21,10.93,13.26,82.5,6.51,9.07,71.8,3.49,5.58,14.53,0.23,0.09,0.14,0.93,2.09,1.63,0.0,3.49
79300479,47.33,54.0,87.7,728.0,149.33,24.0,26.67,90.0,16.67,18.67,89.3,4.0,6.0,44.47,0.0,0.2,-0.2,2.67,1.33,3.33,0.67,2.67
