,Player,Age,90s,mv,DF,FW,GK,MF,Tota Cmp,Tota Att,Tota Cmp%,Tota TotDist,Tota PrgDist,Shor Cmp,Shor Att,Shor Cmp%,Medi Cmp,Medi Att,Medi Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
0,8bc373ea,24,5.0,6000000,1,0,0,0,38.0,52.0,73.1,880.4,319.0,9.2,10.6,86.8,17.6,20.6,85.4,10.0,18.0,55.6,0.0,0.02,-0.02,0.2,1.6,0.0,0.0,2.2
1,f586779e,22,2.6,38000000,0,1,0,0,15.38,18.46,83.3,195.38,31.15,8.85,11.15,79.3,4.62,5.0,92.3,0.38,0.38,100.0,0.38,0.04,0.35,0.38,0.77,0.38,0.38,0.77
2,b96b595c,32,8.0,10000000,1,0,0,0,49.25,58.62,84.0,997.25,354.38,18.62,20.0,93.1,21.25,24.25,87.6,8.25,12.38,66.7,0.12,0.14,-0.01,1.12,1.75,1.25,0.62,2.75
3,81442ecb,28,3.6,15000000,1,0,0,0,67.22,82.78,81.2,1298.33,496.67,23.89,25.56,93.5,35.56,37.5,94.8,7.5,17.78,42.2,0.28,0.28,0.0,3.06,7.5,1.94,1.94,5.28
4,2b09d998,21,3.2,20000000,1,0,0,1,43.44,53.75,80.8,667.19,255.94,25.0,27.19,92.0,14.69,18.44,79.7,2.81,5.94,47.4,0.0,0.25,-0.25,0.94,2.5,0.62,0.31,2.19
5,501055d8,18,0.6,10000000,0,1,0,0,8.33,11.67,71.4,163.33,58.33,5.0,6.67,75.0,1.67,1.67,100.0,1.67,3.33,50.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.67
6,f76e6b4e,33,1.0,1000000,0,0,1,0,22.0,35.0,62.9,773.0,531.0,5.0,6.0,83.3,2.0,2.0,100.0,13.0,25.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,288e1e13,24,3.1,8000000,1,0,0,0,57.42,64.52,89.0,1246.45,445.48,19.68,21.29,92.4,26.13,27.74,94.2,11.29,14.84,76.1,0.0,0.0,0.0,0.0,2.9,0.0,0.0,1.61
8,4d034881,32,1.7,18000000,0,1,0,0,10.0,14.12,70.8,97.65,32.94,7.65,10.0,76.5,1.18,2.35,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0
9,89ac64a6,25,7.0,30000000,1,0,0,0,74.29,80.43,92.4,1498.0,463.71,26.14,27.57,94.8,36.43,38.0,95.9,10.86,13.57,80.0,0.0,0.01,-0.01,0.43,6.86,0.14,0.0,3.57
10,414e1f69,19,0.4,2500000,0,1,0,1,30.0,35.0,85.7,490.0,60.0,15.0,17.5,85.7,10.0,12.5,80.0,2.5,2.5,100.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
11,eaeca114,25,2.0,32000000,1,0,0,0,62.5,69.0,90.6,1094.5,333.5,27.5,29.0,94.8,31.0,33.5,92.5,3.5,5.0,70.0,0.5,0.0,0.5,0.0,2.0,0.5,0.0,3.5
12,fdf4b948,27,3.2,3500000,0,0,0,1,23.75,29.69,80.0,395.94,78.75,12.81,15.0,85.4,7.5,9.69,77.4,2.19,3.12,70.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,2.19
13,05439de2,28,9.0,55000000,1,0,0,1,68.89,77.89,88.4,1452.0,393.33,20.44,21.44,95.3,37.56,40.67,92.3,10.44,14.33,72.9,0.11,0.09,0.02,0.89,6.33,1.0,0.22,5.33
14,4601e194,31,5.4,20000000,1,0,0,0,85.19,96.67,88.1,1323.15,457.59,50.56,54.26,93.2,29.07,32.96,88.2,5.0,7.78,64.3,0.37,0.31,0.06,2.41,5.74,3.33,0.74,9.63
15,5294a83f,27,5.3,45000000,0,0,0,1,51.7,65.66,78.7,902.64,363.4,24.15,27.17,88.9,21.32,25.66,83.1,5.47,10.75,50.9,0.19,0.4,-0.21,2.45,6.6,2.45,0.19,9.43
16,77e84962,29,2.5,30000000,0,0,0,1,61.6,70.4,87.5,1228.8,368.0,22.8,24.4,93.4,27.6,32.4,85.2,10.8,12.4,87.1,0.0,0.08,-0.08,0.8,8.8,1.6,0.0,11.6
17,d68cb24c,29,1.2,2500000,0,0,0,1,35.0,43.33,80.8,661.67,162.5,10.83,14.17,76.5,21.67,22.5,96.3,2.5,4.17,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
18,6c811eb7,22,1.4,15000000,0,0,0,1,108.57,113.57,95.6,1778.57,422.14,51.43,52.86,97.3,50.71,53.57,94.7,5.71,5.71,100.0,0.0,0.07,-0.07,2.14,14.29,2.14,0.0,8.57
19,cd1acf9d,21,7.9,75000000,1,0,0,0,56.46,79.24,71.2,1280.51,576.33,20.13,23.54,85.5,22.66,28.35,79.9,13.29,25.19,52.8,0.25,0.35,-0.1,2.15,6.58,2.66,0.51,8.23
20,edd38473,30,1.2,1000000,1,0,0,0,35.83,51.67,69.4,630.83,283.33,13.33,15.0,88.9,19.17,23.33,82.1,3.33,10.83,30.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
21,7a2e46a8,27,7.0,60000000,0,0,1,0,30.43,37.14,81.9,877.86,477.57,3.29,3.29,100.0,15.29,15.43,99.1,11.43,18.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,f4290206,29,2.0,12000000,1,0,0,0,45.0,51.5,87.4,808.5,316.5,23.5,25.0,94.0,16.5,20.0,82.5,5.0,5.5,90.9,0.0,0.05,-0.05,0.5,1.5,1.5,1.5,2.5
23,8ce30c57,27,2.6,4500000,0,0,0,1,38.46,46.92,82.0,709.62,169.23,15.77,18.46,85.4,18.08,21.15,85.5,4.23,5.38,78.6,0.0,0.0,0.0,0.38,5.77,0.0,0.0,3.85
24,8b3ab7ad,22,1.4,14000000,1,0,0,1,34.29,42.14,81.4,704.29,168.57,12.14,15.0,81.0,16.43,17.86,92.0,5.71,8.57,66.7,0.0,0.0,0.0,0.71,2.14,0.0,0.0,1.43
25,22721b88,26,5.0,9000000,1,0,0,0,45.4,54.8,82.8,804.6,195.4,21.4,23.8,89.9,18.4,21.2,86.8,5.0,7.8,64.1,0.0,0.04,-0.04,0.8,0.8,0.6,0.6,1.0
26,63e905bc,31,2.0,200000,0,0,1,0,33.0,47.5,69.5,977.0,670.0,8.0,8.0,100.0,12.0,12.0,100.0,13.0,27.5,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,9f1893b9,27,0.7,10000000,0,1,0,0,24.29,27.14,89.5,372.86,60.0,12.86,14.29,90.0,7.14,7.14,100.0,2.86,2.86,100.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,1.43
28,0a721e85,22,1.9,1500000,0,1,0,1,21.05,30.0,70.2,348.95,97.89,10.53,13.68,76.9,8.95,10.0,89.5,1.58,5.79,27.3,0.0,0.21,-0.21,1.05,1.58,1.58,0.0,4.21
29,b5f66351,23,4.4,2000000,1,0,0,0,30.68,47.73,64.3,685.0,292.27,9.09,11.59,78.4,14.09,20.45,68.9,7.27,14.09,51.6,0.0,0.02,-0.02,0.45,3.86,0.91,0.45,3.64
30,4e3f5992,26,1.4,1200000,0,0,0,1,50.71,58.57,86.6,997.86,208.57,22.86,23.57,97.0,21.43,24.29,88.2,6.43,10.0,64.3,0.0,0.36,-0.36,0.71,4.29,0.0,0.0,4.29
31,30941e96,23,7.0,35000000,1,0,0,0,41.0,58.14,70.5,734.43,279.86,19.71,23.14,85.2,17.43,22.86,76.3,3.71,10.0,37.1,0.43,0.17,0.26,2.14,1.57,2.29,1.0,3.71
32,b105919e,18,0.9,2300000,0,1,0,0,44.44,50.0,88.9,628.89,211.11,25.56,27.78,92.0,17.78,18.89,94.1,1.11,1.11,100.0,0.0,0.33,-0.33,2.22,1.11,3.33,0.0,7.78
33,108fe016,20,2.7,8000000,0,0,0,1,50.74,58.15,87.3,884.44,173.7,24.07,25.93,92.9,19.63,21.85,89.8,5.56,8.52,65.2,0.0,0.04,-0.04,0.74,3.7,0.0,0.0,2.59
34,99127249,20,4.0,25000000,0,1,0,0,28.75,41.5,69.3,487.75,127.75,15.5,18.5,83.8,9.25,13.75,67.3,3.25,6.25,52.0,0.0,0.15,-0.15,1.5,1.5,1.5,0.5,3.25
35,c63f6e46,33,4.7,3000000,0,1,0,0,12.55,18.09,69.4,223.4,24.47,5.53,7.23,76.5,4.47,6.6,67.7,1.7,2.34,72.7,0.0,0.02,-0.02,0.43,0.85,0.21,0.21,0.43
36,2bef2bca,21,1.6,25000000,1,0,0,0,53.12,56.88,93.4,981.88,211.88,17.5,17.5,100.0,27.5,29.38,93.6,5.62,7.5,75.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.62
37,30643ce2,34,0.3,600000,0,1,0,0,20.0,43.33,46.2,320.0,60.0,13.33,20.0,66.7,6.67,23.33,28.6,0.0,0.0,,0.0,0.33,-0.33,3.33,0.0,3.33,0.0,3.33
38,1394bf42,17,0.7,1000000,1,0,0,0,30.0,32.86,91.3,522.86,72.86,14.29,14.29,100.0,14.29,15.71,90.9,1.43,1.43,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1e465e70,18,0.4,3000000,0,1,0,0,60.0,62.5,96.0,1102.5,217.5,22.5,25.0,90.0,30.0,30.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,5.0
40,28d596a0,25,1.0,13000000,0,0,1,0,22.0,25.0,88.0,456.0,160.0,3.0,3.0,100.0,19.0,19.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,45af8a54,24,6.9,35000000,0,1,0,0,37.39,47.1,79.4,637.83,93.19,20.43,23.04,88.7,12.17,15.22,80.0,4.2,6.67,63.0,0.0,0.03,-0.03,0.43,2.46,0.43,0.14,2.61
42,552e00b9,22,0.5,2500000,0,0,0,1,84.0,86.0,97.7,1300.0,302.0,38.0,38.0,100.0,42.0,42.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0
43,10549b49,25,3.2,25000000,0,1,0,0,17.5,24.38,71.8,281.25,42.19,9.69,13.44,72.1,6.25,8.44,74.1,1.56,2.19,71.4,0.0,0.19,-0.19,1.88,0.62,0.31,0.31,0.94
44,53cad200,30,10.7,13000000,1,0,0,0,57.38,69.16,83.0,966.54,399.07,28.04,29.63,94.6,24.11,27.2,88.7,4.49,10.09,44.4,0.0,0.04,-0.04,0.65,4.3,0.47,0.19,3.74
45,8b683d09,35,3.6,500000,0,1,0,0,19.44,25.0,77.8,325.83,43.06,10.28,12.22,84.1,6.67,8.61,77.4,1.94,3.06,63.6,0.28,0.11,0.17,0.56,1.11,0.28,0.0,0.83
46,60c07b31,24,2.1,5000000,1,0,0,0,43.33,50.48,85.8,911.43,289.05,14.76,15.71,93.9,21.43,22.38,95.7,7.14,11.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
47,6a2b9aee,18,0.4,3500000,0,1,0,0,7.5,17.5,42.9,75.0,12.5,2.5,10.0,25.0,2.5,5.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
48,a8567629,20,4.6,10000000,1,0,0,0,35.22,41.96,83.9,486.09,145.43,24.35,25.65,94.9,8.04,10.0,80.4,1.74,3.26,53.3,0.0,0.0,0.0,0.22,1.3,0.0,0.0,1.3
49,7c3ed041,21,2.8,8000000,1,0,0,0,58.21,64.29,90.6,1272.14,318.21,16.07,16.79,95.7,29.64,31.79,93.3,11.79,14.64,80.5,0.0,0.0,0.0,0.0,0.71,0.0,0.0,1.07
50,ed33f42d,21,0.1,2000000,0,0,0,1,40.0,50.0,80.0,840.0,40.0,10.0,10.0,100.0,30.0,30.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
51,6928979a,23,5.9,65000000,0,0,0,1,42.03,55.93,75.2,767.12,279.49,19.66,23.39,84.1,16.1,20.17,79.8,5.42,8.98,60.4,0.17,0.07,0.1,0.85,5.59,3.05,0.51,8.47
52,a4e16ab4,20,0.7,5000000,0,0,0,1,30.0,37.14,80.8,508.57,81.43,12.86,15.71,81.8,14.29,17.14,83.3,1.43,1.43,100.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0
53,8e7f49d3,26,5.5,15000000,0,0,0,1,47.64,56.0,85.1,951.45,251.45,17.82,20.55,86.7,20.0,22.36,89.4,8.36,10.36,80.7,0.0,0.0,0.0,0.18,3.64,0.36,0.0,2.36
54,75b86fb3,21,4.6,60000000,1,0,0,0,61.52,73.7,83.5,1315.22,328.04,19.13,21.52,88.9,30.0,31.3,95.8,11.96,18.26,65.5,0.22,0.02,0.2,0.43,7.17,0.87,0.22,5.0
55,c432ba7d,20,0.4,700000,0,1,0,1,37.5,45.0,83.3,510.0,32.5,25.0,27.5,90.9,12.5,15.0,83.3,0.0,0.0,,0.0,0.5,-0.5,2.5,0.0,0.0,0.0,0.0
56,50dc94ce,23,3.1,30000000,0,1,0,1,54.84,60.97,89.9,817.42,175.48,32.9,36.45,90.3,19.03,20.97,90.8,1.94,2.58,75.0,0.0,0.06,-0.06,1.61,4.84,0.97,0.0,3.23
57,57d88cf9,17,7.6,55000000,0,0,0,1,38.95,46.71,83.4,667.5,118.29,18.03,21.18,85.1,15.39,17.5,88.0,3.95,5.39,73.2,0.13,0.11,0.03,0.79,3.82,0.66,0.0,3.55
58,bef0a7ac,30,2.9,7000000,0,1,0,0,11.03,14.48,76.2,215.86,43.45,4.83,5.52,87.5,2.07,3.1,66.7,2.41,3.45,70.0,0.0,0.0,0.0,0.69,0.34,0.34,0.34,1.03
59,fe888e39,22,0.2,4000000,0,0,0,1,20.0,30.0,66.7,370.0,15.0,5.0,10.0,50.0,15.0,20.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,378825c7,25,5.0,22000000,1,0,0,0,36.6,48.4,75.6,631.6,248.4,16.8,19.2,87.5,16.2,20.0,81.0,3.2,6.8,47.1,0.0,0.02,-0.02,0.4,1.4,0.2,0.0,1.2
61,3b8674e6,23,5.2,35000000,0,0,0,1,62.5,71.15,87.8,1160.0,307.31,28.46,30.38,93.7,25.0,27.5,90.9,7.88,10.77,73.2,0.0,0.08,-0.08,1.54,7.12,0.58,0.19,7.5
62,70d74ece,32,9.3,25000000,0,1,0,0,33.44,38.49,86.9,516.77,89.68,19.03,21.83,87.2,10.43,11.18,93.3,2.69,3.12,86.2,0.0,0.19,-0.19,2.04,2.15,1.61,0.11,2.37
63,b39bf63f,33,5.7,1200000,0,1,0,0,15.61,21.93,71.2,228.07,34.74,9.65,12.63,76.4,4.74,6.67,71.1,0.7,1.75,40.0,0.0,0.02,-0.02,0.7,0.53,0.35,0.0,0.88
64,eb6e14be,22,5.2,10000000,0,1,0,1,17.69,24.04,73.6,249.04,100.0,10.58,14.04,75.3,4.62,6.35,72.7,1.15,1.35,85.7,0.19,0.35,-0.15,1.73,1.73,1.73,0.19,4.23
65,ee93c1a9,26,1.7,15000000,1,0,0,1,37.65,49.41,76.2,740.0,242.94,17.65,20.59,85.7,13.53,16.47,82.1,5.88,8.82,66.7,0.59,0.18,0.41,2.35,2.94,2.35,1.18,4.12
66,3cdfc63e,27,6.0,2000000,1,0,0,0,66.83,77.83,85.9,1594.17,502.17,14.0,15.83,88.4,37.17,38.17,97.4,15.0,22.33,67.2,0.0,0.02,-0.02,0.33,5.67,0.33,0.0,4.33
67,691bef82,30,4.6,15000000,1,0,0,1,56.52,67.83,83.3,1276.96,490.65,14.57,16.52,88.2,29.13,32.83,88.7,12.17,17.17,70.9,0.0,0.02,-0.02,0.43,3.91,0.65,0.0,3.91
68,2db2fd7b,31,5.8,8500000,1,0,0,0,66.03,75.52,87.4,1641.72,477.41,12.07,13.28,90.9,35.69,38.28,93.2,18.1,23.1,78.4,0.0,0.02,-0.02,0.17,6.55,0.52,0.17,5.86
69,9c2b4382,26,0.9,1100000,0,1,0,1,22.22,24.44,90.9,314.44,42.22,13.33,14.44,92.3,6.67,6.67,100.0,1.11,2.22,50.0,0.0,0.0,0.0,1.11,1.11,2.22,0.0,2.22
70,c603ad6a,25,4.1,2200000,1,0,0,0,41.95,52.93,79.3,640.49,264.88,24.15,28.05,86.1,14.88,17.32,85.9,1.95,4.88,40.0,0.0,0.07,-0.07,0.98,2.2,1.46,0.24,4.63
71,7713c72a,21,6.0,3000000,1,0,0,0,50.33,57.0,88.3,1182.0,312.33,10.17,10.83,93.8,27.5,29.0,94.8,12.33,16.67,74.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.83
72,52ec54d0,33,5.5,8000000,1,0,0,0,70.36,76.55,91.9,1657.09,613.27,14.91,15.64,95.3,40.36,42.18,95.7,14.55,18.18,80.0,0.0,0.0,0.0,0.0,6.0,0.73,0.0,4.36
73,2cb77ec6,25,2.9,1000000,1,0,0,0,41.72,52.41,79.6,714.48,244.83,18.97,22.41,84.6,20.69,24.48,84.5,2.07,4.83,42.9,0.0,0.0,0.0,0.69,3.1,0.34,0.0,4.14
74,1c07b06e,27,4.6,5000000,0,0,0,1,45.65,54.78,83.3,906.74,221.96,16.3,19.35,84.3,20.22,22.39,90.3,7.61,10.0,76.1,0.0,0.07,-0.07,0.22,5.0,0.87,0.0,5.0
75,f6798fc3,29,5.0,18000000,0,0,1,0,24.2,28.4,85.2,707.8,324.4,3.2,3.2,100.0,12.0,12.0,100.0,8.8,13.0,67.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
76,20e73fac,26,4.1,15000000,0,0,0,1,49.51,61.95,79.9,1063.17,242.44,19.27,20.73,92.9,18.78,20.0,93.9,11.22,19.02,59.0,0.24,0.2,0.05,2.93,4.63,1.46,0.24,3.41
77,1e064bfb,32,1.0,1000000,0,0,1,0,33.0,40.0,82.5,795.0,375.0,9.0,10.0,90.0,17.0,17.0,100.0,7.0,13.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,fd771f95,29,2.6,9000000,0,1,0,0,14.62,18.85,77.6,170.0,18.85,10.77,12.69,84.8,2.69,4.23,63.6,0.38,0.38,100.0,0.38,0.08,0.31,0.38,0.0,0.77,0.0,1.15
79,a167537f,24,2.4,20000000,0,0,0,1,63.75,73.75,86.4,1190.42,208.75,33.33,37.5,88.9,19.17,20.0,95.8,10.83,13.33,81.3,0.0,0.12,-0.12,2.5,3.75,1.67,0.0,4.17
80,4c184730,18,0.5,7500000,0,1,0,0,24.0,28.0,85.7,236.0,12.0,16.0,18.0,88.9,4.0,4.0,100.0,0.0,0.0,,0.0,0.2,-0.2,2.0,0.0,0.0,0.0,0.0
81,33b8d077,27,4.1,40000000,0,0,0,1,73.9,88.54,83.5,1657.56,398.78,19.76,21.71,91.0,38.05,41.71,91.2,14.88,20.98,70.9,0.24,0.17,0.07,2.2,8.54,0.49,0.0,5.12
82,5caa62a7,25,0.7,5000000,0,1,0,1,47.14,60.0,78.6,732.86,135.71,30.0,31.43,95.5,15.71,18.57,84.6,1.43,2.86,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43
83,e40d028b,42,1.0,1000000,0,0,1,0,24.0,28.0,85.7,711.0,495.0,5.0,5.0,100.0,9.0,9.0,100.0,9.0,13.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,9d12e142,29,4.0,4000000,0,0,1,0,26.5,33.75,78.5,681.75,373.75,5.25,5.25,100.0,14.25,14.25,100.0,6.75,14.0,48.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
85,eb2b33aa,26,4.0,5000000,0,0,1,0,21.25,29.0,73.3,668.75,396.75,2.5,2.5,100.0,10.5,11.0,95.5,8.25,15.5,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,5ab0ea87,32,3.7,9000000,0,0,0,1,89.19,95.68,93.2,1615.14,369.46,37.3,39.46,94.5,39.46,42.97,91.8,10.27,11.08,92.7,0.0,0.05,-0.05,1.08,10.27,0.81,0.0,6.22
87,b8814868,27,3.8,5000000,0,0,0,1,20.0,23.42,85.4,334.74,87.63,9.74,10.53,92.5,8.16,9.47,86.1,1.58,1.84,85.7,0.0,0.16,-0.16,1.32,2.37,0.53,0.0,2.89
88,148e136f,30,2.8,9000000,0,1,0,1,39.29,46.43,84.6,561.07,106.07,21.43,22.5,95.2,12.14,13.93,87.2,2.86,5.36,53.3,0.0,0.29,-0.29,1.43,1.79,2.5,0.0,4.64
89,038aa94a,31,0.3,1300000,1,0,0,0,20.0,23.33,85.7,266.67,90.0,10.0,10.0,100.0,10.0,13.33,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,93b891d1,31,1.5,4000000,0,1,0,1,28.0,34.0,82.4,370.67,43.33,16.67,18.67,89.3,7.33,8.67,84.6,1.33,2.67,50.0,0.0,0.07,-0.07,1.33,1.33,1.33,0.0,2.0
91,928a4a61,20,3.6,5000000,0,0,0,1,23.61,31.67,74.6,403.06,90.0,10.28,12.78,80.4,11.11,13.06,85.1,1.67,3.33,50.0,0.28,0.06,0.22,0.56,2.5,0.28,0.0,2.22
92,ac7e640b,26,0.1,5000000,1,0,0,0,50.0,60.0,83.3,880.0,290.0,20.0,20.0,100.0,20.0,30.0,66.7,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,94f8d10c,23,4.0,25000000,1,0,0,0,56.75,64.5,88.0,1236.0,435.0,17.0,19.25,88.3,28.75,30.0,95.8,10.75,15.0,71.7,0.0,0.02,-0.02,0.25,4.5,0.5,0.25,2.25
94,489e80e3,20,4.6,10000000,0,0,0,1,44.13,56.09,78.7,883.26,250.0,14.57,17.61,82.7,21.52,25.65,83.9,6.74,10.43,64.6,0.0,0.0,0.0,0.22,5.43,0.87,0.0,4.57
95,13ea2544,23,3.2,1500000,0,0,0,1,37.19,48.44,76.8,664.69,160.0,17.5,20.31,86.2,15.31,19.06,80.3,4.06,7.19,56.5,0.0,0.0,0.0,0.31,0.94,0.31,0.31,0.31
96,7b9c2d84,17,3.6,55000000,0,0,0,1,44.17,48.06,91.9,819.72,148.33,16.67,18.33,90.9,20.28,21.67,93.6,6.39,6.94,92.0,0.0,0.14,-0.14,1.94,4.17,0.83,0.0,3.33
97,873619c6,19,0.1,2300000,0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,a65ce836,26,5.2,26000000,1,0,0,1,32.5,38.65,84.1,715.58,205.58,10.38,12.12,85.7,14.42,15.58,92.6,6.92,10.0,69.2,0.0,0.02,-0.02,0.19,3.08,0.19,0.0,1.35
99,bd6351cd,26,6.7,55000000,1,0,0,0,79.85,92.09,86.7,1377.31,332.84,40.9,45.22,90.4,30.6,34.33,89.1,7.61,10.15,75.0,0.15,0.12,0.03,0.9,6.57,2.09,0.6,5.37
100,b4a014b1,27,8.0,45000000,1,0,0,0,67.88,76.25,89.0,1527.75,419.88,17.62,19.0,92.8,35.0,36.5,95.9,14.75,19.88,74.2,0.0,0.0,0.0,0.12,3.75,0.0,0.0,1.75
101,de39485a,26,4.2,40000000,1,0,0,1,31.43,42.38,74.2,462.62,159.29,20.71,25.24,82.1,7.86,10.24,76.7,2.14,5.24,40.9,0.24,0.07,0.17,1.43,1.43,1.43,0.0,3.81
102,4958bfb2,28,1.8,30000000,1,0,0,0,68.33,78.33,87.2,1218.33,415.0,32.78,37.78,86.8,28.89,30.56,94.5,6.67,7.78,85.7,0.0,0.06,-0.06,1.11,2.78,1.11,0.56,2.22
103,4d224fe8,28,9.2,70000000,0,0,0,1,59.13,68.91,85.8,1157.39,277.93,22.61,25.11,90.0,26.2,28.8,90.9,8.8,12.28,71.7,0.11,0.04,0.07,0.43,4.35,0.33,0.0,3.04
104,ba3d3bea,25,1.0,2500000,0,0,0,1,56.0,65.0,86.2,969.0,343.0,27.0,28.0,96.4,25.0,30.0,83.3,4.0,5.0,80.0,0.0,0.2,-0.2,1.0,6.0,0.0,0.0,5.0
105,527f063d,33,2.3,6000000,0,1,0,0,22.17,25.65,86.4,313.91,20.87,11.74,12.61,93.1,8.7,9.57,90.9,0.43,0.87,50.0,0.0,0.09,-0.09,0.87,0.43,0.0,0.0,0.43
106,10fe831e,23,5.0,2500000,1,0,0,0,32.2,37.2,86.6,737.2,237.4,7.2,8.0,90.0,18.0,20.2,89.1,6.8,8.8,77.3,0.0,0.0,0.0,0.2,1.0,0.0,0.0,1.6
107,5b54bf3b,30,1.3,5000000,1,0,0,1,25.38,34.62,73.3,442.31,77.69,14.62,16.92,86.4,5.38,8.46,63.6,4.62,6.92,66.7,0.0,0.08,-0.08,0.77,2.31,0.0,0.0,0.77
108,15975a3c,27,3.2,2500000,1,0,0,0,21.56,34.69,62.2,365.94,177.81,10.94,13.75,79.5,9.38,14.69,63.8,1.25,5.0,25.0,0.0,0.03,-0.03,0.31,1.56,0.62,0.31,2.5
109,e85fb9b8,35,1.6,1500000,1,0,0,0,94.38,103.75,91.0,2223.12,614.38,16.25,17.5,92.9,61.88,63.75,97.1,15.62,21.88,71.4,0.0,0.0,0.0,0.62,4.38,0.0,0.0,7.5
110,b0f7e36c,22,6.1,60000000,0,1,0,1,25.08,35.57,70.5,436.72,117.7,12.79,15.08,84.8,9.67,12.46,77.6,2.46,6.07,40.5,0.16,0.18,-0.02,0.98,0.82,1.8,0.66,3.77
111,d2424d1b,23,8.6,45000000,1,0,0,0,45.12,60.23,74.9,750.7,302.67,23.02,25.12,91.7,18.14,23.26,78.0,3.49,9.19,38.0,0.0,0.13,-0.13,0.93,1.74,0.93,0.23,3.26
112,1cb49278,24,6.6,30000000,1,0,0,0,54.39,60.45,90.0,1129.39,336.21,18.33,19.39,94.5,26.82,28.94,92.7,8.79,11.21,78.4,0.0,0.0,0.0,0.0,3.03,0.0,0.0,2.12
113,5fcb90ac,24,0.7,1500000,1,0,0,0,32.86,40.0,82.1,681.43,350.0,15.71,15.71,100.0,10.0,12.86,77.8,7.14,11.43,62.5,0.0,0.0,0.0,0.0,2.86,0.0,0.0,4.29
114,b3a712de,28,3.2,10000000,0,1,0,1,24.38,32.19,75.7,361.56,111.56,12.5,15.94,78.4,9.06,10.94,82.9,1.56,3.12,50.0,0.31,0.22,0.09,1.88,0.62,1.88,0.0,3.12
115,d5dafedb,18,1.0,150000,0,0,0,1,43.0,58.0,74.1,889.0,212.0,16.0,20.0,80.0,22.0,25.0,88.0,5.0,13.0,38.5,0.0,0.0,0.0,1.0,5.0,2.0,0.0,4.0
116,042e8a49,24,6.0,65000000,0,1,0,0,31.0,40.67,76.2,526.33,93.33,16.67,19.83,84.0,10.33,13.17,78.5,3.33,4.67,71.4,0.5,0.17,0.33,1.67,1.0,1.0,0.33,1.67
117,5ef3d210,17,0.1,8000000,0,0,0,1,40.0,50.0,80.0,370.0,20.0,40.0,40.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0331786b,24,2.3,1500000,1,0,0,0,35.65,53.04,67.2,913.04,412.17,6.52,9.13,71.4,17.39,26.52,65.6,11.74,16.52,71.1,0.0,0.13,-0.13,1.3,2.61,0.43,0.43,4.35
119,6ceef869,34,4.5,1000000,1,0,0,0,29.78,39.78,74.9,829.78,380.0,4.44,4.89,90.9,14.0,16.0,87.5,11.11,18.67,59.5,0.0,0.0,0.0,0.0,2.67,0.44,0.22,4.22
