,Player,Age,90s,mv,DF,FW,GK,MF,Tack Tkl,Tack TklW,Tack Def 3rd,Tack Mid 3rd,Tack Att 3rd,Vs D Tkl,Vs D Att,Vs D Tkl%,Vs D Past,Pres Press,Pres Succ,Pres %,Pres Def 3rd,Pres Mid 3rd,Pres Att 3rd,Bloc Blocks,Bloc Sh,Bloc ShSv,Bloc Pass,Int,Tkl+Int,Clr,Err
698,1467af0d,27,5.6,55000000,0,1,0,1,3.04,2.5,1.07,1.79,0.18,1.96,4.64,42.3,2.68,20.89,6.07,29.1,5.71,10.89,4.29,1.07,0.36,0.0,0.71,1.79,4.82,0.54,0.0
699,f5f2ec59,33,0.5,300000,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,26.0,6.0,23.1,6.0,6.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
700,67cdbc0e,33,3.2,3500000,0,0,0,1,5.0,2.19,0.94,3.12,0.94,2.5,4.38,57.1,1.88,23.75,6.25,26.3,7.81,12.19,3.75,1.88,0.0,0.0,1.88,0.94,5.94,1.25,0.0
701,6412cc03,20,1.8,9000000,0,1,0,1,2.22,2.22,1.67,0.0,0.56,0.0,0.56,0.0,0.56,17.22,1.67,9.7,3.33,10.0,3.89,0.0,0.0,0.0,0.0,0.56,2.78,0.0,0.0
702,c7069d87,25,4.3,8000000,0,0,0,1,3.02,1.4,0.93,1.86,0.23,0.7,2.79,25.0,2.09,21.86,6.74,30.9,6.74,12.79,2.33,0.93,0.0,0.0,0.93,1.4,4.42,1.4,0.0
703,b937e490,21,0.2,5000000,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,45.0,10.0,22.2,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,da1185fc,30,4.7,8000000,0,0,0,1,0.43,0.43,0.0,0.0,0.43,0.21,0.85,25.0,0.64,7.66,2.55,33.3,1.49,2.77,3.4,1.7,0.0,0.0,1.7,0.64,1.06,0.43,0.0
705,d4f034db,20,1.4,3000000,1,0,0,0,2.14,0.71,2.14,0.0,0.0,1.43,1.43,100.0,0.0,3.57,1.43,40.0,2.14,1.43,0.0,2.14,1.43,0.0,0.71,0.0,2.14,11.43,0.0
706,db750822,30,0.3,4000000,1,0,0,1,10.0,6.67,3.33,3.33,3.33,3.33,3.33,100.0,0.0,46.67,13.33,28.6,6.67,3.33,36.67,0.0,0.0,0.0,0.0,3.33,13.33,0.0,0.0
707,e4d5e2ae,18,0.0,400000,0,0,0,1,,,,,,,,,,inf,,0.0,,inf,,,,,,,,,
708,c24544c7,32,5.7,4000000,0,0,0,1,1.58,1.23,0.35,1.05,0.18,0.7,1.23,57.1,0.53,12.63,4.39,34.7,3.68,6.32,2.63,0.88,0.0,0.0,0.88,1.05,2.63,0.18,0.18
709,d0d8dd44,28,6.0,50000000,1,0,0,0,0.67,0.33,0.33,0.33,0.0,0.0,0.0,,0.0,7.67,2.0,26.1,4.0,3.5,0.17,2.0,0.67,0.0,1.33,1.67,2.33,3.5,0.0
710,d2795011,22,2.1,1500000,1,1,0,0,3.33,1.9,1.43,1.43,0.48,0.95,1.9,50.0,0.95,16.67,6.67,40.0,5.71,7.14,3.81,0.95,0.0,0.0,0.95,2.38,5.71,1.43,0.0
711,86dd77d1,30,10.9,28000000,1,0,0,0,2.57,1.83,1.1,1.1,0.37,0.83,1.56,52.9,0.73,11.38,4.13,36.3,3.21,5.78,2.39,1.19,0.09,0.0,1.1,1.1,3.67,2.29,0.0
712,9e525177,22,5.2,40000000,1,0,0,0,2.88,1.54,1.73,1.15,0.0,0.77,0.96,80.0,0.19,11.92,2.69,22.6,5.0,5.0,1.92,4.23,0.58,0.0,3.65,1.92,4.81,2.31,0.0
713,5da33b33,25,2.3,9000000,0,1,0,1,2.17,1.3,0.43,0.87,0.87,1.3,1.74,75.0,0.43,9.13,1.74,19.0,2.61,4.78,1.74,1.3,0.0,0.0,1.3,0.43,2.61,0.0,0.0
714,33b11df6,22,1.6,17000000,0,1,0,1,1.25,0.62,1.25,0.0,0.0,0.62,4.38,14.3,3.75,23.75,3.75,15.8,8.12,10.62,5.0,0.62,0.0,0.0,0.62,0.0,1.25,0.62,0.0
715,b69261a0,34,2.4,600000,1,0,0,0,2.92,2.08,1.25,1.25,0.42,1.25,2.5,50.0,1.25,8.33,2.08,25.0,2.5,4.58,1.25,3.75,1.25,0.0,2.5,1.67,4.58,1.67,0.0
716,49fe9070,24,9.0,65000000,0,1,0,1,0.56,0.11,0.22,0.33,0.0,0.11,1.11,10.0,1.0,14.56,3.0,20.6,2.33,6.0,6.22,0.78,0.0,0.0,0.78,0.56,1.11,0.22,0.0
717,eb58eef0,29,8.0,30000000,0,0,0,1,1.25,1.12,0.12,1.12,0.0,0.0,0.5,0.0,0.5,14.75,5.0,33.9,3.12,8.38,3.25,1.25,0.0,0.0,1.25,0.88,2.12,0.38,0.0
718,5e74d6c8,19,0.7,10000000,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,1.43,7.14,1.43,1.43,0.0,0.0,1.43,1.43,1.43,1.43,0.0
719,dd323728,19,2.1,8000000,1,0,0,0,3.33,1.9,2.38,0.95,0.0,0.95,1.9,50.0,0.95,18.57,3.81,20.5,8.1,7.62,2.86,3.81,0.48,0.0,3.33,1.9,5.24,1.43,0.48
720,012c975a,19,3.7,5000000,1,0,0,0,1.08,0.27,0.54,0.54,0.0,0.54,0.81,66.7,0.27,9.46,2.16,22.9,5.41,4.05,0.0,0.27,0.0,0.0,0.27,0.54,1.62,3.51,0.0
721,5dfc6ad5,31,4.0,9000000,1,0,0,1,1.25,1.25,0.5,0.5,0.25,0.0,1.0,0.0,1.0,11.25,4.25,37.8,2.75,5.25,3.25,0.75,0.25,0.0,0.5,1.0,2.25,1.25,0.0
722,4b803b3c,22,5.7,8000000,1,0,0,0,2.11,0.7,1.23,0.53,0.35,0.35,1.58,22.2,1.23,7.89,2.11,26.7,4.91,2.46,0.53,1.4,0.7,0.0,0.7,1.05,3.16,7.02,0.0
723,be42a291,21,0.9,8000000,0,1,0,1,1.11,1.11,1.11,0.0,0.0,0.0,1.11,0.0,1.11,31.11,6.67,21.4,10.0,15.56,5.56,3.33,0.0,0.0,3.33,1.11,2.22,0.0,0.0
724,be927d03,35,4.6,1000000,1,0,0,0,1.3,0.87,0.22,1.09,0.0,0.65,0.87,75.0,0.22,6.09,1.52,25.0,1.09,3.04,1.96,1.52,0.0,0.0,1.52,0.65,1.96,0.65,0.0
725,88968486,17,6.0,6000000,1,0,0,0,0.17,0.17,0.17,0.0,0.0,0.17,1.33,12.5,1.17,5.17,1.83,35.5,3.67,1.5,0.0,1.0,0.83,0.0,0.17,2.0,2.17,5.83,0.0
726,a4effc55,21,0.2,18000000,1,0,0,0,15.0,5.0,15.0,0.0,0.0,0.0,0.0,,0.0,20.0,10.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,0.0
727,384d58d9,23,3.2,30000000,1,0,0,1,2.5,1.88,1.88,0.62,0.0,0.31,1.56,20.0,1.25,15.0,3.44,22.9,6.88,6.88,1.25,0.94,0.31,0.0,0.62,1.88,4.38,0.94,0.0
728,d3de9af0,29,5.8,33000000,0,1,0,0,0.86,0.52,0.34,0.52,0.0,0.0,0.0,,0.0,7.76,1.55,20.0,0.69,2.93,4.14,0.69,0.0,0.0,0.69,0.17,1.03,1.38,0.0
729,ed87a229,23,1.2,4000000,0,0,0,1,1.67,0.83,1.67,0.0,0.0,0.83,2.5,33.3,1.67,20.83,3.33,16.0,7.5,5.83,7.5,0.83,0.0,0.0,0.83,0.83,2.5,1.67,0.0
730,ed2b33cb,36,1.8,300000,1,0,0,1,1.67,0.56,0.0,0.56,1.11,0.0,1.11,0.0,1.11,7.22,3.89,53.8,1.11,2.78,3.33,0.56,0.56,0.0,0.0,1.67,3.33,0.56,0.0
731,833a8fbc,26,5.9,2000000,1,0,0,0,1.19,0.34,0.85,0.17,0.17,0.68,0.85,80.0,0.17,8.64,2.2,25.5,4.41,2.37,1.86,2.88,0.51,0.0,2.37,1.02,2.2,3.05,0.0
732,51cf8561,23,6.5,25000000,1,0,0,0,2.31,1.23,1.23,0.92,0.15,1.08,2.15,50.0,1.08,10.0,4.62,46.2,3.08,5.38,1.54,2.31,0.15,0.0,2.15,0.92,3.23,2.46,0.0
733,028e70b9,19,0.1,8000000,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,6622454d,27,3.9,38000000,0,1,0,1,2.31,1.54,0.26,1.03,1.03,0.51,3.08,16.7,2.56,19.23,5.64,29.3,1.79,10.0,7.44,1.54,0.26,0.0,1.28,1.28,3.59,0.51,0.0
735,ce4246f5,25,5.0,32000000,1,0,0,0,1.4,1.4,0.6,0.8,0.0,0.4,0.8,50.0,0.4,5.4,2.4,44.4,2.8,2.6,0.0,1.4,1.0,0.0,0.4,0.2,1.6,5.8,0.0
736,adfbe1f5,23,4.3,2000000,0,1,0,1,1.86,1.4,0.7,0.93,0.23,0.7,1.86,37.5,1.16,22.09,5.35,24.2,5.81,10.93,5.35,1.16,0.0,0.0,1.16,0.47,2.33,0.7,0.0
737,79300479,21,1.5,40000000,0,0,0,1,0.67,0.67,0.0,0.0,0.67,0.0,0.67,0.0,0.67,8.67,2.0,23.1,2.0,2.0,4.67,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0
